content,timestamp,platform,stock_name,label
시장가,2024-11-18T09:04:20+09:00,toss,삼성전자,
삼성의 위기설,2024-10-24T13:41:54+09:00,toss,삼성전자,
"어김없이 나오는 방구석 전문가들 
다른거 다 필요 없고 돈벌수 있는 기회다
34프로가 우습지
예적금 들어봐라 한달에 34프로 감사하면서 살아라
지금 방구석 문가 많아서 삼성 위기다 라고 하는데 니네들보다 훨씬 똑똑한애들이 모여있는 곳이야 쉽게 판단하지마라",2024-10-03T01:41:41+09:00,toss,삼성전자,
기관이 기관했다,2024-04-12T10:09:28+09:00,toss,삼성전자,
"3조태운거 2일밖에 못가는거야
7조 언제 태워",2024-11-19T09:42:08+09:00,toss,삼성전자,
바느질 장인,2024-09-23T12:11:52+09:00,toss,삼성전자,
힘,2025-01-15T09:47:50+09:00,toss,삼성전자,
힝,2024-09-13T11:52:01+09:00,toss,삼성전자,
"64층인데 물 탈까요말까요 
맨날 물 타고나면 지하로 내려가서",2024-11-12T10:39:55+09:00,toss,삼성전자,
다양한 의견도 수용할줄 알아야 글을 쓰지요,2024-10-25T12:43:57+09:00,toss,삼성전자,
패닉셀이라 물량을 감당을 못하네,2024-11-13T12:54:04+09:00,toss,삼성전자,
미장만 하긴하는데 슬슬 조금씩 사볼까개꿀같은데 솔직히,2024-10-22T09:45:10+09:00,toss,삼성전자,
이러고 보고있음,2024-10-23T10:57:04+09:00,toss,삼성전자,
올라갈것 같아서 추매,2023-12-28T14:31:17+09:00,toss,삼성전자,
가자가자가자가자가즈아,2025-01-16T09:45:55+09:00,toss,삼성전자,
삼전 외쿡인한테 미운털 박혔나,2024-10-04T15:10:55+09:00,toss,삼성전자,
삼성아 제발 더 올라가라  내평당에,2024-06-05T09:36:17+09:00,toss,삼성전자,
항상 아침에 오르고 오후 되면 떨어지는 삼전,2024-02-07T13:26:35+09:00,toss,삼성전자,
역시는 역시다,2024-11-28T13:39:29+09:00,toss,삼성전자,
"삼전은 치타다
그리고 지금부터다
 삼성전자A005930",2024-11-15T12:12:49+09:00,toss,삼성전자,
이런 개  잡주는 닉스 하청이라도,2024-06-13T13:54:54+09:00,toss,삼성전자,
10만 전자 갑니다,2024-07-04T09:18:22+09:00,toss,삼성전자,
복권 죽이고싶네 진짜,2024-08-05T14:05:32+09:00,toss,삼성전자,
하루살인가,2024-03-22T09:19:21+09:00,toss,삼성전자,
,2024-08-06T15:20:46+09:00,toss,삼성전자,
자 저점 찍었으니 10만전자 갑시다,2024-10-26T14:25:11+09:00,toss,삼성전자,
터치  하고 반등 하던지,2024-10-24T14:36:44+09:00,toss,삼성전자,
오늘은오를까요,2024-12-23T08:42:14+09:00,toss,삼성전자,
왜 또 왜,2024-11-05T09:01:26+09:00,toss,삼성전자,
