content,timestamp,platform,stock_name,label
토스증권 일안하냐배당금 내놔라 애기 분유떨어졌다 사러가야된다,2024-11-20T13:48:15+09:00,toss,삼성전자,
오늘 6만 찍을줄알았는데 못찍네,2024-11-26T15:25:57+09:00,toss,삼성전자,
78층에서 아 나 너무  겁쟁이인거 같다 하면서 전량매도 했던게 엊그제같은데,2024-11-12T11:27:31+09:00,toss,삼성전자,
외인이파는거 개인이 다받아먹네,2024-11-07T14:49:42+09:00,toss,삼성전자,
"평단 7210068536 



오늘 아침에 6200 까지 봐야 한다 했는대

진짜 6200까지 

삼전 패턴이 항상 비슷해서 썼는대

진짜  장투 가즈아",2024-09-30T14:56:41+09:00,toss,삼성전자,
드가자,2025-02-25T09:41:15+09:00,toss,삼성전자,
역시나 오늘도 믿구 있었다귱,2025-01-24T10:49:33+09:00,toss,삼성전자,
오늘 자사주 매입하고 있나요,2024-12-02T13:16:18+09:00,toss,삼성전자,
저딴게 대통령이라니  코스피 박살내네,2024-12-12T10:22:27+09:00,toss,삼성전자,
실적 별론가,2024-01-08T13:12:00+09:00,toss,삼성전자,
"71800원에 알림걸어놨는데 오늘 울렸음
근데 6만 곧 가게 생겼네",2024-09-04T13:22:10+09:00,toss,삼성전자,
"이 와중에도 아직까지 노조는  
삼성 망하면 니들은 어쩔래",2024-11-12T13:26:01+09:00,toss,삼성전자,
다음에보자,2025-02-03T10:47:37+09:00,toss,삼성전자,
진입 각을 함 봐야 하는데,2024-03-15T09:19:47+09:00,toss,삼성전자,
힘으내보아요,2024-06-13T11:56:18+09:00,toss,삼성전자,
가격이 싸서,2024-12-19T15:32:13+09:00,toss,삼성전자,
어디까지 가는거야,2024-10-25T14:06:36+09:00,toss,삼성전자,
징하다,2024-03-18T13:11:50+09:00,toss,삼성전자,
"아니 구매대기가 미쳐부리네
다들 실적 발표나니까 차익 실현하려고 저러는건가요",2024-04-05T08:49:58+09:00,toss,삼성전자,
가자,2024-04-05T09:04:11+09:00,toss,삼성전자,
"지금 이 순간에도
코인과 테슬라는 날아갑니다",2024-11-12T09:31:54+09:00,toss,삼성전자,
걍 삼전은 알람 원하는 층수 설정만 해두고 안 보는게 답인거같다 그러려니 해야지 오르지 맨날 보면 거기서 거기인게 재미도 없고 감동도 없고 내 속만 터지지 뭐,2023-06-14T12:57:39+09:00,toss,삼성전자,
올라가야징,2023-08-10T08:57:15+09:00,toss,삼성전자,
"빼빼로 줍기 성공하면
상금 11원을 드려요

httpstossimm9vbcaV2",2024-11-11T12:11:35+09:00,toss,삼성전자,
"마감 시황

마이크론 상승으로 삼성전자A005930 및 반도체 섹터가 아침부터 좋았습니다 오후 들어 삼성전자A005930가 엔비다이에 HMB3 공급계약 체결했다는 뉴스가 나오면서 급등했습니다 삼성전자A005930 올해 상승률로 최고를 기록했네요

문제는 삼성전자A005930가 급등하면 모든 시장 수급이 쏠린다는 점인데요 2차전지 제약바이오 조선 기계 등 다른 섹터들이 홀라당 빠졌습니다 결국 수급 영향이라 할 수 있겠네요

현대차A005380의 자율주행 기대감에 현대오토에버A307950 및 관련주들이 좋았고 일부 로봇 종목들이 크게 올랐습니다

9월의 포문은 삼성전자A005930가 열었는데 과연 삼전의 독주가 이어질지 여전히 종목 장세로 테마주 순환매가 나올지는 지켜봐야겠습니다

고생하셨습니다",2023-09-01T16:37:05+09:00,toss,삼성전자,
언젠가 오르겠지 물타기 작업,2025-01-22T11:29:43+09:00,toss,삼성전자,
기영이머리전자 또 시작이냐,2025-02-27T09:23:18+09:00,toss,삼성전자,
탈출하고싶다,2024-09-11T13:24:50+09:00,toss,삼성전자,
삼전은 안되유 다들 지금  빼세요,2025-01-22T10:32:45+09:00,toss,삼성전자,
"개관이 저렇게 사주는데 조금먹으려고
단타치면 주식할필요가없죠
참는자가 마지막엔 승리하는법",2023-09-15T19:40:35+09:00,toss,삼성전자,
삼성이 레인보우로보틱스 최대주주로 등극한건 엄청난 호재이고 주식에 크게반영될건데 왜이리 악플이 많은지,2024-12-31T13:58:08+09:00,toss,삼성전자,
아파는것도 으릅네 대기개마너,2024-10-28T13:18:41+09:00,toss,삼성전자,
57300,2024-11-06T15:30:56+09:00,toss,삼성전자,
"유리기판
샘",2025-02-10T14:58:49+09:00,toss,삼성전자,
흠 삼성왜케 잘가냐,2024-04-02T11:22:49+09:00,toss,삼성전자,
3만전자  볼수도  있다네요,2024-11-12T15:33:03+09:00,toss,삼성전자,
신성델타테크A065350 를 본받으세여,2024-12-16T15:22:14+09:00,toss,삼성전자,
아쫌 점심먹고 힘함내보자,2024-11-26T12:30:31+09:00,toss,삼성전자,
"좋은 일 있으리라
크게 있으리라
많이 있으리라",2025-03-14T16:36:10+09:00,toss,삼성전자,
"23년전은 중공폐렴 때문에 어쩔 수 없다 쳐도
본회사 실력자체로 떨궈진 건  심장이 웅장해진다",2024-10-10T12:54:42+09:00,toss,삼성전자,
삼성전자A005930 고마워,2023-07-14T09:38:46+09:00,toss,삼성전자,
이걸 지금 사는 이유가 뭐죠,2024-10-16T13:46:26+09:00,toss,삼성전자,
외인 기관 둘다 팔자 매도로 돌아섬  노답,2024-08-06T12:03:53+09:00,toss,삼성전자,
"저는 초보인데요 국장은 정말 고수님들이 하시고 미장은 저같은 사람들이 넘쳐나네요 국장도 미장처럼 자본이 모이게하는 방법은 없을까요
형님들의 의견이 궁금합니다
올라봤자 100원이네요 1주 주주로서
 들어가기가 무섭네요",2025-02-13T14:40:06+09:00,toss,삼성전자,
"구체적 사양이 공개되지 않았지만
실시간 통역및번역 등
AI기능이 적용된 갤럭시 s24가
17일 공개되면 선반영되었다고들
하지만
더 오를거라 예상되어
개미털기 들어간듯하여
추매들어갑니다",2024-01-03T15:27:16+09:00,toss,삼성전자,
"외국인 기관이 던지는걸 끝도 없이 다 소화시켜주는걸 보니 우리나라 사람들 돈 많네
외국인들은 저금통 다 차서 꺼내쓰는 기분일 듯",2024-10-25T11:29:24+09:00,toss,삼성전자,
오늘아침에 저점 잘샀네,2024-06-27T17:35:44+09:00,toss,삼성전자,
2년전도 그렇고 올해도 삼전만 사면 떨어지네 미장은 다 올랐는데,2024-10-25T10:11:03+09:00,toss,삼성전자,
"삼성 왜 사냐  혹은잡주 라 조언해 주셨는데 쏙들어가셨네요
다시 많이 내리면 말씀 주실거 같아요  외국인이 계속 매수 이어질지 어떨지요",2025-03-17T18:26:44+09:00,toss,삼성전자,
"내일 다시 불장이네요
오늘 좀 떨구고",2024-07-25T10:34:35+09:00,toss,삼성전자,
비싸서 못사것따,2024-10-07T11:52:39+09:00,toss,삼성전자,
역 헤드 앤 숄더 가즈아,2024-11-21T14:44:44+09:00,toss,삼성전자,
지금 상황이 어떤가요 정치적으로 정말 망국의 길로 가고 있음,2024-12-19T17:52:14+09:00,toss,삼성전자,
이거 어디까지 내려가는 거에요,2024-11-14T16:48:47+09:00,toss,삼성전자,
선유봉 나올때까지,2024-09-05T12:25:07+09:00,toss,삼성전자,
"호재가 하나도없고 외국인들도 다팔고 튀는상황에 악재밖에 없는데

뭘믿고 저점이라고 생각해서 산거임

물린애들 지금이라도 안팔면 지하실 10년형임 잘생각해라",2024-10-21T09:02:31+09:00,toss,삼성전자,
개인은 승리한다,2024-09-13T10:12:14+09:00,toss,삼성전자,
가즈아,2024-10-16T10:44:54+09:00,toss,삼성전자,
대체 상승장에서 팔아제끼는 개미들을 이해할 수가 없네 며칠만 더 홀딩하면 지금보다 훨씬 더 좋은 가격에 팔 수 있을텐데막판에 개미들이 꼭 주가를 하락시키고 마니 원답답해서,2025-03-19T10:22:18+09:00,toss,삼성전자,
제발 가즈아,2023-09-13T14:02:00+09:00,toss,삼성전자,
영차영차,2024-12-18T09:55:34+09:00,toss,삼성전자,
이정도면 자사주 10조 추가매입 발표해라,2024-11-20T10:24:09+09:00,toss,삼성전자,
10조로 비트코인이나 샀으면 주가 엄청올랏을거다,2024-11-20T13:55:16+09:00,toss,삼성전자,
