content,timestamp,platform,stock_name,label
오로지 미국만 바라보네,2024-11-14T17:39:52+09:00,toss,삼성전자,
외국인들 맨날 던지네,2024-12-05T10:09:24+09:00,toss,삼성전자,
토스 고객센터에선 토스랑 관계없다는데 맞는겁니까,2023-07-10T15:25:55+09:00,toss,삼성전자,
왜이럼,2025-02-11T09:04:21+09:00,toss,삼성전자,
냠냠,2024-11-22T13:07:37+09:00,toss,삼성전자,
"그 높다는 코시국 때 들어와 반강제 장투가 되어 버렸지만 애정한다
안팔꺼야
더 살꺼야",2024-03-29T10:23:14+09:00,toss,삼성전자,
이슈넼,2024-10-25T10:19:17+09:00,toss,삼성전자,
도로 아미타불,2024-12-03T15:55:32+09:00,toss,삼성전자,
이야,2024-10-10T10:07:23+09:00,toss,삼성전자,
이가격 언제오려나,2024-10-08T09:11:30+09:00,toss,삼성전자,
2주,2024-10-07T11:03:18+09:00,toss,삼성전자,
오늘 오르겎네 57층,2025-02-13T08:50:31+09:00,toss,삼성전자,
오만전자 육만전자 할 때가 아냐 너는 짜샤 물갈이하는 김에 다시 올라가,2024-10-29T12:05:06+09:00,toss,삼성전자,
"6100인데
물타기할까요
탈출하고싶어요",2025-02-10T16:39:21+09:00,toss,삼성전자,
"기관 
돈되면 태극기도 팔아먹를 기세네
역대급 실적에도
장난질
엔비디아 12프로 올라도 
장난질 
미국반도체 지수 폭등에도
장난질

그런 사기성 매매를
대한민국 자국민에게  사기치지말고
그돈 일본에서 사기매매하면
국민 공감과 호응 이라도 얻지

돈되더라도 시총 1위로 장난치면
돈문제가 아니라
그나라 신뢰와 주체성 이 무너지는데

니들은 대한민국 사람 아니냐",2024-08-01T21:42:47+09:00,toss,삼성전자,
다들 힘냅시다,2024-10-25T17:41:11+09:00,toss,삼성전자,
"훌쩍훌쩍

울고 싶어라
울고 시퍼라이 마음",2024-11-29T14:44:36+09:00,toss,삼성전자,
,2024-12-23T13:09:49+09:00,toss,삼성전자,
"아니 이러는 이유가 있을 거 아니야 
후",2023-08-14T10:01:18+09:00,toss,삼성전자,
2021년에 무슨일이 있던거야,2025-01-09T22:42:59+09:00,toss,삼성전자,
와 볼린저 중심선을 절대 못 올라가네,2024-11-04T10:14:22+09:00,toss,삼성전자,
네 삼성전자 입니다,2024-12-04T22:16:59+09:00,toss,삼성전자,
오늘 아침에 팔고오늘 다시 살 수 있다는 생각은 상상도 못했네요정말 대단하네요 국장,2024-09-25T15:25:26+09:00,toss,삼성전자,
외인 양아치,2024-11-27T13:02:23+09:00,toss,삼성전자,
아 그런데 생각해보니 우리나라는 imf때 이미 한번 망해봤구나,2024-11-12T14:01:04+09:00,toss,삼성전자,
나 금방 씻고 갈께,2025-02-19T18:38:04+09:00,toss,삼성전자,
"hbm3e 도 아니고 hbm3 인증났다고
언플하는 회사주식 왜사요",2024-11-02T14:33:27+09:00,toss,삼성전자,
믿어요,2024-03-08T01:43:53+09:00,toss,삼성전자,
보통 내일 발표는 몇시쯤하나요,2024-07-04T10:31:45+09:00,toss,삼성전자,
그래,2024-06-14T10:31:04+09:00,toss,삼성전자,
"httpsyoutubecomshortsZvaTyTSaKEIsi3wnHrGTK09cPeVwj

영상에 보는것처럼 중국의 개입은 현실입니다
대만에 역전당한 삼성전자가 노조생기고
오너 감방가면서 그후 미래대처를 못한 삼성은
대만에 역전당하고 지금은 중국마저 대한민국안에
여론과 정치적으로 민주당을 돕고있는데
여기 삼성주주면 그래도 대한민국에 삼성은 자랑스런
기업 아닙니까 반미는 적극적으로 하면서
중국개입은 이토록 허술한 안전불감증인 대한민국
지키지 않은면 주식의 미래도 없습니다",2024-12-31T06:55:51+09:00,toss,삼성전자,
"120개 삼전 주식 2달 이상 보유  10만원 익절하고 팔까요 들고 있을까융

던지고 국장을 떠나야할까용",2024-06-05T09:35:13+09:00,toss,삼성전자,
얘가 아니라 내가 상칠듯,2023-08-31T10:33:15+09:00,toss,삼성전자,
평단53900원으로장투하다배당금받겠네 젠장,2025-02-05T14:39:09+09:00,toss,삼성전자,
,2024-11-12T10:11:23+09:00,toss,삼성전자,
히히,2024-06-18T14:25:45+09:00,toss,삼성전자,
고,2024-08-02T14:05:45+09:00,toss,삼성전자,
물도 타기싫다 너는,2024-05-22T09:28:53+09:00,toss,삼성전자,
"50프로 손절
48에 기다릴께",2024-11-11T12:09:58+09:00,toss,삼성전자,
대박,2024-11-25T09:04:28+09:00,toss,삼성전자,
주가 정상화를 시킨 젠슨황,2025-01-31T12:41:14+09:00,toss,삼성전자,
60900,2025-03-20T12:31:52+09:00,toss,삼성전자,
줄다리기하네,2024-10-14T14:08:12+09:00,toss,삼성전자,
날아올라줭,2023-08-08T09:33:35+09:00,toss,삼성전자,
엔비디아 기사 뜨고 바로 하이닉스 내러가고 삼전 오르누,2024-03-20T10:16:37+09:00,toss,삼성전자,
"주주는 아니지만 삼성 화이팅
삼성이 살아야 대한민국이 산다
위기를 기회로 만들던 저력을 보여줘라",2024-10-29T16:04:07+09:00,toss,삼성전자,
외국인들 110만주 매수,2024-10-23T14:30:50+09:00,toss,삼성전자,
조정은 한번 올거같은데 8만 2천원이 기준이 될듯,2024-03-29T09:03:55+09:00,toss,삼성전자,
끝났습니다 낼 한강에서 봅시다,2024-12-04T00:27:14+09:00,toss,삼성전자,
일봉 rsi 과매수 구간,2025-03-20T10:38:19+09:00,toss,삼성전자,
"원전 바이오 예산 감액
신재생 지역화폐 예산증액
httpsmblognavercomjs00lee223682532388",2024-12-08T22:36:29+09:00,toss,삼성전자,
"오전에 걸어논게 또사지면 어쩔
설마 사지겠나싶었는데 
마이너스인생",2024-11-12T16:32:43+09:00,toss,삼성전자,
올라가자,2024-09-27T11:29:44+09:00,toss,삼성전자,
모두여 부자되세요 내책임 아님,2024-11-12T15:45:33+09:00,toss,삼성전자,
다른것들은 오르는데 이놈만 애를먹네,2024-12-11T11:04:12+09:00,toss,삼성전자,
언론에서 이런 설레발이 치는 거 믿고 83층에 올라탔다 1년 넘게 묵히고 있지 상황 봐서 털고 가야겠다,2023-06-13T17:15:15+09:00,toss,삼성전자,
야 맛있게익었네 곧 먹을자린가봐,2024-11-13T13:18:59+09:00,toss,삼성전자,
월금 주식시장 호가창이 넷플 유툽보다 재밌네 주말이 두렵다,2024-10-25T10:37:13+09:00,toss,삼성전자,
추매 타이밍 오졌다,2024-04-24T12:28:32+09:00,toss,삼성전자,
상디는 올블루는 개고생 하면서 찾지 말고 한국 주식으로 오면 되겠네 괜한 좆피 밑에서 고생 하지 말고,2024-09-06T09:53:59+09:00,toss,삼성전자,
삼전 계속 가지고있다가 느낀건데 하이닉스 몇만원오를때 삼전은 만원도 못오르는데 하이닉스 말고 삼전선택한건 진짜 바보같은짓일까,2024-03-24T16:41:04+09:00,toss,삼성전자,
익절,2024-11-12T13:37:21+09:00,toss,삼성전자,
"오를땐 02퍼 05퍼 오르고

떨굴땐 2퍼 3퍼 떨구네 

수익율 상위 투자자들도 수익금 처참함

1 국장을 하지 않는다
2 1번을 잊지 않는다",2024-09-03T14:35:42+09:00,toss,삼성전자,
달러 맛있는데,2024-12-04T00:06:32+09:00,toss,삼성전자,
"올해는 한국같은 아시아 시장이 금융시장을 주도할지도  모르겠네요

미국은  세계에 나눠주던 부를 가져오려고하면서부터 미국주식이 세계적으로 투자붐이 불었는데 이제는  선반영 다돼서 요즘 장이 별로 안좋음 그 돈이 아시아로 이동하는중",2025-01-09T10:26:19+09:00,toss,삼성전자,
너무 많이퍼져서 개미들이 던질수도,2024-02-16T07:04:19+09:00,toss,삼성전자,
"음 역시 오늘은 58500원정도 마감항듯  삼성 따위 
 주르륵",2024-10-23T15:08:00+09:00,toss,삼성전자,
내일 만약에 79600원제자리 돌려 놓으면 레전드 월요일시작이랑 금요일마지막제자리 게임,2024-04-25T15:09:55+09:00,toss,삼성전자,
가즈아,2024-04-19T13:44:46+09:00,toss,삼성전자,
"54300  54100 매수 간다

코인하다가 이거 할라니까 주식 단타가 더 어려운거같기도",2024-11-29T09:34:32+09:00,toss,삼성전자,
"이번년도 촤고위 실수
비트코인1개팔고 삼성산거",2024-12-19T10:05:44+09:00,toss,삼성전자,
응 선반영,2024-10-08T10:19:16+09:00,toss,삼성전자,
8만전자는 과연  언제쯤 3년 기다렸다구,2023-08-07T11:08:54+09:00,toss,삼성전자,
징글징글하다,2025-01-07T13:15:55+09:00,toss,삼성전자,
인삼공사 풀매수 간다,2024-10-22T09:20:47+09:00,toss,삼성전자,
들어갈타이밍 맞나요,2024-09-20T12:06:37+09:00,toss,삼성전자,
,2025-03-18T11:58:29+09:00,toss,삼성전자,
아직못담았는데,2024-10-07T16:27:31+09:00,toss,삼성전자,
httpsyoutuber9Crf00V9YksiEpvHxKMb87JHqYrk,2023-09-11T21:13:14+09:00,toss,삼성전자,
,2024-12-17T13:03:57+09:00,toss,삼성전자,
개미님들 용쓰는데 매도물량이다시 앞서려하고있군,2024-11-14T11:00:26+09:00,toss,삼성전자,
7만원대로 올라오네요 8만 갑시다,2023-11-06T13:50:50+09:00,toss,삼성전자,
개잡주 중 개잡주 삼만전자,2024-11-28T14:21:13+09:00,toss,삼성전자,
요즘은 그저 본전만 챙기고 싶은 마음입니다,2025-02-04T12:48:17+09:00,toss,삼성전자,
사망가자,2024-11-13T15:19:19+09:00,toss,삼성전자,
"5분전

대기",2025-02-14T08:55:31+09:00,toss,삼성전자,
