content,timestamp,platform,stock_name,label
여어어엎나라 는 진짜 화성갔더라,2024-11-08T18:36:56+09:00,toss,삼성전자,
"삼전은 국민주  오늘보다 내일
개미에게  꿈을
소갈비보다  돼지갈비라도  
매일 매일 사먹게",2023-06-20T09:53:49+09:00,toss,삼성전자,
8만가자 주워담게,2024-07-30T11:07:47+09:00,toss,삼성전자,
83층 사람잇다,2023-12-11T16:29:36+09:00,toss,삼성전자,
"언제 물타야될까용
고민이됍니다요오오",2024-09-30T23:41:18+09:00,toss,삼성전자,
하 진짜 삼전 손절해야하나,2024-10-24T12:33:16+09:00,toss,삼성전자,
69정리,2023-10-19T09:27:07+09:00,toss,삼성전자,
가주앙,2024-11-21T10:36:01+09:00,toss,삼성전자,
"10퍼이하분들  손절 추천합니다  
진짜",2024-11-14T10:20:07+09:00,toss,삼성전자,
줄달리기 하네요빨간팀이 이겼음 좋겠다,2023-06-01T09:19:31+09:00,toss,삼성전자,
쉽게 가질 않네요,2023-06-23T15:39:46+09:00,toss,삼성전자,
빨간불,2023-05-26T10:47:17+09:00,toss,삼성전자,
밑바닥이네,2024-09-06T13:30:34+09:00,toss,삼성전자,
샀다하면 떨어지네,2025-01-13T17:09:22+09:00,toss,삼성전자,
또 몬살게구네,2024-06-25T15:02:53+09:00,toss,삼성전자,
수능이라 10시부터네요,2023-11-16T09:18:42+09:00,toss,삼성전자,
욕해서 미안,2025-03-21T18:18:49+09:00,toss,삼성전자,
"한번망가진조직은 회복까지 최소5년걸림 
적폐들을 없애는데만 3년넘음",2025-03-11T14:03:24+09:00,toss,삼성전자,
와  기적같이 제자리 걸음이네,2025-03-10T14:59:15+09:00,toss,삼성전자,
공산당,2023-09-07T08:37:35+09:00,toss,삼성전자,
돈은 거짓말하지 않음,2025-01-15T08:41:27+09:00,toss,삼성전자,
미치겠네,2024-10-10T09:45:16+09:00,toss,삼성전자,
"이게 반등할 가능성이 있을까 
대규모 구조조정이라도 한다고 하면 모를까",2024-11-12T10:51:24+09:00,toss,삼성전자,
7마넌까지갈라면 얼마나 걸리려나,2025-02-12T16:04:08+09:00,toss,삼성전자,
자녀 계획 취소,2025-01-13T09:38:09+09:00,toss,삼성전자,
체결강도 레전드넹,2025-03-19T09:18:29+09:00,toss,삼성전자,
아자아자,2025-01-08T11:55:47+09:00,toss,삼성전자,
