content,timestamp,platform,stock_name,label
"차분히 생각해 보세요

납품소식 들리면 그때 사실건가요

지금은 납품한다에 걸어야 할 때입니다

바이 하시는게",2024-06-05T09:16:55+09:00,toss,삼성전자,
돍아,2024-10-25T10:38:41+09:00,toss,삼성전자,
"터질법도한데
개미들 털려고
밍기적",2025-01-13T11:23:24+09:00,toss,삼성전자,
이썩은 주식을 도려내야할때인가,2024-11-11T09:19:20+09:00,toss,삼성전자,
안해 삼전,2025-01-03T10:28:21+09:00,toss,삼성전자,
"8만전자 떠들드만 
5만전자 되겠네",2023-08-04T14:48:17+09:00,toss,삼성전자,
내일도 안오르면 문제있다,2024-09-19T23:31:45+09:00,toss,삼성전자,
내가 고른 삼성 9만전자 가주라,2024-07-15T14:53:20+09:00,toss,삼성전자,
57선 도달,2024-10-24T14:45:36+09:00,toss,삼성전자,
하이닉스 올라가는거보고 못느끼나  국장이 문제가 아니라 삼전을 고른 본인 안목을 탓해야지,2024-10-24T14:49:21+09:00,toss,삼성전자,
"근데 다 6700 6600 6500에서 입 쩍 벌리고 그 가격오면 산다고 하는데 비관론자들도 사고 싶어하는 가격을 주긴할까요

그리고 금투세는 사람들이 바보도 아니고 내년부터 원천징수 될 되기 때문에 단타치고 저점잡으려는 심리가 이미 반영된 것이고 계절적 영향도 같이 받아서 과매도가 일어난 겁니다",2024-09-05T15:08:46+09:00,toss,삼성전자,
"3조 태우고 이 정도
내일 또 내리겠지",2025-02-18T11:42:38+09:00,toss,삼성전자,
과연은 과연,2023-11-06T12:27:56+09:00,toss,삼성전자,
자사주매입 대체 언제하냐,2024-12-23T13:45:49+09:00,toss,삼성전자,
딴데는 죄다 빨갱인데 여기만 시무룩이네,2023-08-29T15:50:57+09:00,toss,삼성전자,
,2024-10-07T09:16:23+09:00,toss,삼성전자,
"고수님 선배님 선생님들

저 26살 대학생입니다
17살부터 매달 5씩 넣어서
250 채워져있는 주택청약 통장 있는데
지금 당장 생활비가 없습니다

이거 주택청약 깨는게 맞을까요
아니면 카카오 비상금대출이라도 받는게 나을까요",2025-03-17T15:45:58+09:00,toss,삼성전자,
드가자,2024-08-06T08:58:06+09:00,toss,삼성전자,
"금요일 외인 롱포지션변화
월요일 탄핵후 개미탑승
담주 좀 가겠는데",2024-12-12T08:54:30+09:00,toss,삼성전자,
,2025-03-19T10:22:10+09:00,toss,삼성전자,
삼전은 그냥 주식은 모르는데 주식으로 돈은 벌고 싶고 원금 까이는건 두려운 겁쟁의들의 쉼터임,2025-02-18T12:49:45+09:00,toss,삼성전자,
"바닥인줄 알고 구매했더니 지하실가네
이전에 8만전자 일때 들어온 사람들은
어찌되셨을지",2025-02-03T09:20:46+09:00,toss,삼성전자,
1분기 배당금 받으려면 오늘 팔면 안되나요,2024-03-28T11:50:11+09:00,toss,삼성전자,
미장이그렇게 좋으면 미장가서놀것이지 지들이먼데 삼전을 사라마라야 삼전 산 사람들  취급하고  주둥이만살아서,2024-10-28T23:10:35+09:00,toss,삼성전자,
오 계속 갱신하는구나 최저가,2024-10-22T09:22:03+09:00,toss,삼성전자,
마지막 10분뭔가 수작질 냄새가남,2024-10-16T15:22:32+09:00,toss,삼성전자,
57층 10주인데요 언제쯤 나가는게 맞을까요,2023-07-04T14:17:44+09:00,toss,삼성전자,
이제는가자,2024-03-14T13:20:07+09:00,toss,삼성전자,
맛있어,2024-03-21T09:21:05+09:00,toss,삼성전자,
근데 외국인이 진짜 한번도안삼 어제도 그냥적당히 판거지 사지는 않았음기관이 올려줬던거지 하지만 기관도 오늘 패대기,2024-10-24T14:38:32+09:00,toss,삼성전자,
"httpsnnewsnavercomarticle2930064234sid101
어떻게 샘 알트먼이 직접 거론할정도인 부사장급 핵심인재가 퇴사한걸 회장단에서 아무도 모름
삼전 진짜 답이 없나",2025-02-27T16:01:39+09:00,toss,삼성전자,
외인들 도망가는거 가속화 될것같은데,2024-12-04T09:15:38+09:00,toss,삼성전자,
박스권인가,2023-06-13T16:49:24+09:00,toss,삼성전자,
자올라 가보자 삼전 파이팅,2024-07-05T09:19:33+09:00,toss,삼성전자,
탈출각,2025-03-20T10:14:11+09:00,toss,삼성전자,
이거완전,2024-09-26T14:46:21+09:00,toss,삼성전자,
더이상 삼성은 국내 1등회사가 아님 상폐 언제하지,2024-11-12T15:42:36+09:00,toss,삼성전자,
와 6이다,2025-03-20T11:48:43+09:00,toss,삼성전자,
반등시작 다들 고생하셨어요,2024-08-05T13:06:06+09:00,toss,삼성전자,
"국장 왜함

카바나
에어비엔비
우버
웨이페어

5년수익률 100인데",2025-02-18T12:06:46+09:00,toss,삼성전자,
삼전만큼 벌기 쉬운 주식이 없는듯,2024-03-20T15:31:48+09:00,toss,삼성전자,
"아직도 국장을 한다라 흠 
대다나다",2024-10-25T09:30:58+09:00,toss,삼성전자,
지루한 공포매수,2025-03-07T11:26:20+09:00,toss,삼성전자,
이건뭐 야 한번은 빨간불 보여줘라,2023-08-16T10:39:04+09:00,toss,삼성전자,
"무식한 것들은 지금 삼성만 가지고 

대한민국 증시를 봐야지

참 무식하면 좀 아닥이나 하던가 

금투세를 삼성만 처 보는 무식한 것들",2024-10-08T17:50:08+09:00,toss,삼성전자,
가즈아,2023-11-17T18:25:45+09:00,toss,삼성전자,
내가 왜 얼굴도 모르는 사람들한테 커피 한잔을 기부하고 있는거야,2023-07-18T14:39:20+09:00,toss,삼성전자,
계속 흐르네 수도꼭지좀 잠가봐요,2024-07-12T09:58:56+09:00,toss,삼성전자,
"외인들 14조 물량 남았네 
아직 바닥 안옴",2024-10-07T13:05:16+09:00,toss,삼성전자,
