content,timestamp,platform,stock_name,label
더 떨구란 말야 5만원까지,2024-11-12T09:24:32+09:00,toss,삼성전자,
혹시 삼전 인버스도 있나요,2024-10-24T14:44:56+09:00,toss,삼성전자,
삼성은 이미  삼류임 재용 체재에 입벌구 임원들이  기술 혁신을 못함,2024-11-05T10:20:16+09:00,toss,삼성전자,
평단가 8만이상 그저 기다릴뿐,2025-02-13T17:45:35+09:00,toss,삼성전자,
워 오늘 뭔가 다르다,2024-07-05T09:09:52+09:00,toss,삼성전자,
"내일은 오를까가 아니라 
내일은 얼마나 더 떨어질지 기대된다 이제
떨어지는거 보는것도 나름 재밌음",2024-09-19T15:20:31+09:00,toss,삼성전자,
판다안판다,2024-04-01T09:11:41+09:00,toss,삼성전자,
갤럭시 조아해서 소액이나마 투자해 봤습니당,2025-01-22T09:26:30+09:00,toss,삼성전자,
"물려서 물타느라 다른투자 못하는 상황이란 뜻임

etf는 너무 올라 금융종합과세 땜에 못팔고 돈이 죄다 묶였네",2024-10-23T09:41:56+09:00,toss,삼성전자,
미쿡 대통령이 무섭긴하네힘없는나라에혀,2024-11-12T13:43:14+09:00,toss,삼성전자,
쓰레기통,2024-11-11T12:32:23+09:00,toss,삼성전자,
삼전 인버스 누가 안만들어주나요,2024-11-12T15:04:54+09:00,toss,삼성전자,
삼전 현직자들은 절대 구매안하는데 정신 못차린 사람들 많네 퇴직예정자,2025-01-15T23:32:07+09:00,toss,삼성전자,
"러우 전쟁때 보면 바로 안빼다가 
쭈욱",2024-04-16T10:49:54+09:00,toss,삼성전자,
지친다  20 이걸 어케해야지,2024-11-12T12:06:59+09:00,toss,삼성전자,
낼 200만주 가자,2024-11-19T18:15:19+09:00,toss,삼성전자,
감흥이 없다,2024-12-18T10:07:26+09:00,toss,삼성전자,
예전에 공부잘하면 삼성장학금 줘서 인재들 미국 유학시키고 했는데 요즘은 공부잘함 의대 변호사 하니 미래가 없음,2024-12-18T10:15:00+09:00,toss,삼성전자,
토스에서 증권해서 망한거여 대한항공 삼성사서 이년동안 불리는게 아니라 망했다 으내돈,2024-08-05T22:36:24+09:00,toss,삼성전자,
대기업이 이런 개잡주처럼 움직이기도하네용,2024-09-30T11:48:59+09:00,toss,삼성전자,
개미행님들 다 팔아재끼노 900주중에 44주 부분손절,2025-01-06T18:11:49+09:00,toss,삼성전자,
종가 패대기 원기옥 모으는거 같노,2024-06-04T15:09:16+09:00,toss,삼성전자,
삼성전자A005930,2024-09-12T15:56:29+09:00,toss,삼성전자,
님들이 벌어야 저도 돈벌고 꿀빰,2025-02-20T08:55:20+09:00,toss,삼성전자,
,2024-11-20T09:49:00+09:00,toss,삼성전자,
갑자기 외국인이 사기시작,2025-03-20T11:57:07+09:00,toss,삼성전자,
129,2025-02-03T12:15:02+09:00,toss,삼성전자,
"삼성전자가 엔비디아의 AI 가속기 호퍼 시리즈H100H200에 최신 고대역폭 메모리HBM3E 8단을 공급하며 AI 메모리 시장에서 입지를 강화하고 있습니다 이번 공급은 SK하이닉스와의 격차를 좁히는 계기로 평가되며 AI 기술 분야에서의 주도권을 회복할 수 있는 발판으로 분석됩니다

3분기 삼성전자는 반도체 부문 영업이익 4조 원을 하회했으나 HBM 공급 확대로 향후 매출 성장 가능성을 높였습니다 AI 기술 발전에 중요한 역할을 하는 고대역폭 메모리를 강화하는 삼성의 전략은 경쟁력을 강화하는 긍정적인 신호로 받아들여지고 있습니다

httpsmsedailycomNewsView2DFS8BMIVE",2024-11-01T07:13:44+09:00,toss,삼성전자,
저는 어찌저찌 물타기해서 69층까진 왔는데 영업이익보니 주가가 더 떨어질 것 같아서 걱정입니다 대우건설A047040에서 번 거 삼전에서 싹 날려먹네요 다들 몇 층에서 존버중이신지요,2023-08-16T12:41:02+09:00,toss,삼성전자,
내일 오를까요 내일까요,2023-09-06T18:33:39+09:00,toss,삼성전자,
삼전 하락에 기뻐서 둘어와 5를 몇달째 가지고 있네,2025-01-10T09:27:23+09:00,toss,삼성전자,
최악이네 리스트에있는 업종이 다오르는데 몰빵한 삼성은계속 마이너스 헐,2024-05-16T14:44:41+09:00,toss,삼성전자,
삼전 pbr 098다시 왔네,2024-12-02T16:13:56+09:00,toss,삼성전자,
"내가 삼전 이제 오른다고 했지
왜 안믿냐",2024-09-26T12:02:07+09:00,toss,삼성전자,
왕의 귀환,2024-11-15T10:31:33+09:00,toss,삼성전자,
꽉 잡아,2024-04-24T12:06:45+09:00,toss,삼성전자,
"이미 저평가구간 체결강도 200

실적이 오히려 안좋은게 이득이네요

선반영 후 이제 오를일만 남았네요",2025-01-08T09:12:19+09:00,toss,삼성전자,
유트브주식백만장자,2023-08-28T13:40:08+09:00,toss,삼성전자,
수익 줄때 매도 할걸 후회되네요,2024-01-05T11:27:52+09:00,toss,삼성전자,
"6후반 이상부터
매물대 개 많아서 7이상가는 순간 다던질듯 
절대 못 오름 이건",2025-02-15T10:37:16+09:00,toss,삼성전자,
아휴,2024-11-13T16:15:08+09:00,toss,삼성전자,
배당락 언제예요,2024-03-22T13:56:47+09:00,toss,삼성전자,
"에헤이 물타기 실패 
예상체결가에 되면 좋긴 한데",2024-09-30T15:22:25+09:00,toss,삼성전자,
찐반등대호황수고하셨습니다경제적자유사나이테스트가볍게통과선상야스파티전업이나할까주식안하고일하는사람들한심해보이네요전업생각중입니다일왜함치킨집사장님족발집사장님이걸왜이제알았을까사표내고오는길,2024-11-15T09:20:32+09:00,toss,삼성전자,
오 땡큐,2025-02-04T09:27:35+09:00,toss,삼성전자,
슬슬 진입해야지,2024-09-24T16:50:04+09:00,toss,삼성전자,
판매대기가 더높다니 감동,2025-01-06T10:41:45+09:00,toss,삼성전자,
"삼전 재드래곤님아
인텔을 인수해서 미국 영향력을 키우자",2025-02-06T03:34:47+09:00,toss,삼성전자,
"더 떨굴겟네
어쩌냐 이거",2024-09-19T09:15:34+09:00,toss,삼성전자,
응 더내려가,2024-10-24T10:09:41+09:00,toss,삼성전자,
"테슬라 개박살 났을때도 샀는데 
모으다보니 테슬라는 거의 수익율 100프로 
삼전도 너무 개박살 난거같아서
적립식투자 간드앙",2024-12-02T19:47:24+09:00,toss,삼성전자,
"73200원에 뺏어야 했네
그리고 삼전우를 물타기 해야했었네",2023-07-12T11:10:52+09:00,toss,삼성전자,
삼부토건만 신났냐,2024-12-02T15:05:11+09:00,toss,삼성전자,
끼륵,2024-11-12T12:04:07+09:00,toss,삼성전자,
고양이 사후경직 지리네,2024-10-28T17:57:00+09:00,toss,삼성전자,
손잡이 꽉잡으세요 열차 출발합니다,2024-04-11T12:12:03+09:00,toss,삼성전자,
친구가 5만 후반에 물탄다길래 참으라했다 시대흐름 타라고 실적주로 대응 하라고,2024-10-25T09:31:33+09:00,toss,삼성전자,
바닥찍엇다,2024-11-15T09:08:47+09:00,toss,삼성전자,
,2024-11-14T09:22:38+09:00,toss,삼성전자,
쌈자가 아닌 삼자가부릅니다 8만을 몰라,2024-03-27T09:00:09+09:00,toss,삼성전자,
고마 쎄리 오늘 상한가 한번 때리삐자,2025-01-06T10:21:38+09:00,toss,삼성전자,
"외인기관 다 개인들이 받게하네

미친거아냐",2024-09-13T10:13:12+09:00,toss,삼성전자,
본전만 가면 싹 다 정리하고 두 번 다시 쳐다도 안 봐,2025-03-13T13:11:40+09:00,toss,삼성전자,
"1 외인 단타 놀이터
2 금투세
3 이란 이스라엘 전쟁 
4 그냥 삼전은 자동으로 떨어지는 기능
5 국장 

안봐도 비디오 주룩주룩",2024-10-02T08:33:16+09:00,toss,삼성전자,
수수료 신경쓰지말고 토끼자,2024-09-04T00:10:30+09:00,toss,삼성전자,
빨리 보조금 협상 끝마치고 엔디비아 납품한다고 발표해라 6만 7만 금방간다,2024-11-27T15:02:05+09:00,toss,삼성전자,
야미이,2024-06-20T23:08:12+09:00,toss,삼성전자,
"사망전자 코앞이네
어이없네",2025-02-03T12:45:33+09:00,toss,삼성전자,
마음이 안 좋네요,2024-11-13T09:53:53+09:00,toss,삼성전자,
주주들은 죽을것 같은데 성과금 하고 격려금을 준다고,2024-12-20T13:45:16+09:00,toss,삼성전자,
HBM 시간 문제지  엔비에서 하이닉스것만 쓰면 비쌀수 밖에 없으니 삼성이랑 경쟁 시키겠지 쪼매 기다려들 보슈,2024-05-29T16:31:00+09:00,toss,삼성전자,
지금 들어갈 사람은 548 매수 해서 단타 쳐요,2025-02-28T13:51:48+09:00,toss,삼성전자,
님들 도대체 여기서 뭐하세요,2024-12-15T12:13:36+09:00,toss,삼성전자,
다들 물리신듯,2024-11-18T09:03:26+09:00,toss,삼성전자,
많이 오르네 이런,2024-10-14T14:15:19+09:00,toss,삼성전자,
"노후연금성투자
일주일에한주씩모아봐요",2024-02-13T11:23:23+09:00,toss,삼성전자,
버거형 기관차돌아와쪄  나가서 놀랬짜넝,2024-07-11T14:36:17+09:00,toss,삼성전자,
하 3년만에 본전인데 팔까말까,2024-03-20T11:02:21+09:00,toss,삼성전자,
"장기투자 든 단기 투자든
삼성 믿으시는지요",2025-01-23T11:13:39+09:00,toss,삼성전자,
또람프발 반도체학살의날이네,2024-07-18T09:51:17+09:00,toss,삼성전자,
대한민국 대표주식 얼굴값좀 합시다,2024-12-17T09:06:37+09:00,toss,삼성전자,
이런 상황에 재명세 하는거 맞음,2024-09-19T09:30:22+09:00,toss,삼성전자,
왤케꼬라박는거에요,2024-11-12T09:14:19+09:00,toss,삼성전자,
모건이 지금 흔들고잇는데,2024-11-19T13:32:34+09:00,toss,삼성전자,
오홍,2023-08-11T13:00:40+09:00,toss,삼성전자,
안녕하세요 정찰병 띄었어요,2024-09-02T09:25:43+09:00,toss,삼성전자,
오늘도 저축해요,2024-08-27T15:01:03+09:00,toss,삼성전자,
작금의 삼전,2024-11-08T08:40:00+09:00,toss,삼성전자,
월급날이라 깨작 오른거냐,2024-09-25T12:57:53+09:00,toss,삼성전자,
,2024-11-14T10:00:25+09:00,toss,삼성전자,
사고팔고 단타용 주식회사 입니다,2024-10-28T09:35:08+09:00,toss,삼성전자,
85만 지켜다오,2024-07-12T09:22:26+09:00,toss,삼성전자,
앞으로 sk하이닉스 주가는 어떻게 될까요,2025-02-10T14:37:53+09:00,toss,삼성전자,
4만전자 가즈아,2024-10-23T09:07:34+09:00,toss,삼성전자,
삼성은 자사주매입 안하나요,2024-10-10T14:03:51+09:00,toss,삼성전자,
"나락으로 가는 쌤성
말이 되나  자존감인데",2024-11-14T20:54:27+09:00,toss,삼성전자,
뭐 힘내라거,2024-11-14T20:54:34+09:00,toss,삼성전자,
"시간외  400원정도 오르네요 TSMC 지진 타격이있는가봐요 
빅테크업체들 고민많을듯 삼성쪽 파운드리 다시 생각할듯요",2024-04-03T16:57:20+09:00,toss,삼성전자,
떨어지든 말던 몰라시잇8 배당이나 받아먹지 뭐,2024-06-11T15:35:59+09:00,toss,삼성전자,
"이건뭐 언제까지 추매를 해야하는지
이날 이후로 멈춰 있습니다
하루가 멀다하고 떨어지니 이제 타격감도 없네요
너무 허리까지 물려있어서 그냥 냅둬 볼랍니다",2024-10-11T17:38:57+09:00,toss,삼성전자,
