content,timestamp,platform,stock_name,label
와 신이 살려줬네,2024-10-10T16:57:25+09:00,toss,삼성전자,
,2024-11-28T09:09:51+09:00,toss,삼성전자,
"삼전 3년미만 카지노 단타개미들 도망가는 모습봐라 우습다  
 
빨리 없어져야 장기투자 개미들 돈번다",2024-07-10T11:18:33+09:00,toss,삼성전자,
"토스주식 접속 속도가 느려진사람 있나요
은행쪽은 괜찮은데 주식만 엄청느린데",2023-09-19T08:52:36+09:00,toss,삼성전자,
내리면 다시 진입할게요,2023-09-04T09:52:51+09:00,toss,삼성전자,
박음질로 하루 다가네 원,2025-01-20T14:44:29+09:00,toss,삼성전자,
,2024-08-07T14:33:55+09:00,toss,삼성전자,
또 발기부전이가,2025-03-13T13:04:08+09:00,toss,삼성전자,
괜히샀네 또 에휴,2024-09-09T14:46:54+09:00,toss,삼성전자,
못들어가겠다 보고 들어가야지,2024-10-07T15:51:58+09:00,toss,삼성전자,
떨어졌을때 분할매수 해야지 언제 사니,2024-10-08T17:51:31+09:00,toss,삼성전자,
돈을 땅바닥에 버린다는 뜻이다,2024-12-05T16:44:27+09:00,toss,삼성전자,
마음아프다 손절하기는 싫고  주가는 점점 내려가고,2024-12-02T09:41:14+09:00,toss,삼성전자,
햐 이게 사지네 걸어뒀다가 보니,2024-09-03T14:09:57+09:00,toss,삼성전자,
슬슬 들어갈땐가,2024-08-05T13:32:57+09:00,toss,삼성전자,
조금씩 늘려야겠어요,2023-11-23T12:01:14+09:00,toss,삼성전자,
,2024-11-20T10:28:26+09:00,toss,삼성전자,
다시한번6만전자,2023-12-05T14:39:24+09:00,toss,삼성전자,
오늘 폭락장 되겠군,2025-01-09T09:37:03+09:00,toss,삼성전자,
"버즈3 QC불량갤럭시 트레이드 인 내수차별 갤럭시 s24 일반 중국은 스냅드래곤램12기가 한국은 엑시노스에 램8기가 짜리 넣어주고 정가195만원짜리 로봇청소기는 품질똥망에 성능 똥망AS똥망 그나마 앞서가던 기술력도 중국에 탈탈 방사선 맞아서 손 썩어가는 직원은 나몰라라 반도체는 엔디비아 가전은 LG스마트폰은 아이폰인 세상에서 대체 니가 뭘로 성장할건데 
게다가 광고마저 올드하고 아저씨들이 어설프게 MZ흉내내는것까지 
망해야겠지",2024-10-01T15:00:14+09:00,toss,삼성전자,
얘됴 떨어져여,2024-08-08T05:02:09+09:00,toss,삼성전자,
가보자,2023-06-04T23:15:09+09:00,toss,삼성전자,
"오만칠천원 고비네
힘껐 올라봐유 삼전",2024-10-28T09:47:06+09:00,toss,삼성전자,
므찌다 삼전,2023-05-26T13:52:10+09:00,toss,삼성전자,
님과 나의 생각대로라면 이미 쮹 하고 올라갔죠 그죠 하지만 현실은  역시 우린 주싁하면 안되나 봅니다,2025-01-09T09:05:47+09:00,toss,삼성전자,
"좀있음 미국대통령 뽑히는데 오늘 실적 잘나오면
주가가 어떻게 되는가요",2024-10-31T09:18:38+09:00,toss,삼성전자,
이게 무슨일이죠 빨간불이라니,2024-10-14T09:02:55+09:00,toss,삼성전자,
오르는척 꼬시고 물량 떠넘기고 도망가네요,2025-01-07T12:21:17+09:00,toss,삼성전자,
감사합니다,2024-08-14T12:46:47+09:00,toss,삼성전자,
10마넌 수익목표,2024-12-21T13:10:45+09:00,toss,삼성전자,
먼 일이냐,2025-03-20T11:49:52+09:00,toss,삼성전자,
"차라리 애초에 삼전말고 하이닉스룰 샀어야했나보네
이거살때 샀었으면 거의 2배네 에휴",2024-02-23T09:17:14+09:00,toss,삼성전자,
성투요,2023-08-21T15:40:41+09:00,toss,삼성전자,
진짜 넘떨어졌네,2024-10-22T10:10:36+09:00,toss,삼성전자,
카카오A035720 가서 반성좀 하고오세요  삼전 정도면 나름 양호하구만,2023-07-28T14:33:34+09:00,toss,삼성전자,
또 개박네 어휴  그럼그렇지,2024-10-24T09:09:59+09:00,toss,삼성전자,
옴메메,2024-11-13T12:59:03+09:00,toss,삼성전자,
주가 떨어지는 이유는,2024-06-25T18:55:48+09:00,toss,삼성전자,
팩트는 삼성이 건강해지고있는것이다,2024-07-10T11:48:03+09:00,toss,삼성전자,
물론 이 가격 말고 4만후반이나 3만에서요,2024-12-19T05:35:19+09:00,toss,삼성전자,
딸에게 선물하기 했다가,2024-02-23T15:42:45+09:00,toss,삼성전자,
오늘 무슨축제야,2024-11-15T10:53:45+09:00,toss,삼성전자,
손실투자자 97찍히네,2024-11-11T15:33:44+09:00,toss,삼성전자,
5200 아래로 가니 외인이 살짝 사네요  외이러죠,2024-11-13T09:32:18+09:00,toss,삼성전자,
"몇개월만에 빨간색보고 
잘못본줄앎",2024-12-12T16:31:06+09:00,toss,삼성전자,
"다음주내로 6찍을거 같다
2차 자사주 매입오픈ai 협업 발표할듯",2025-02-11T12:22:59+09:00,toss,삼성전자,
