content,timestamp,platform,stock_name,label
"주주는 아니지만 응원합니다
오늘 보합권에 끝내면 내일은 양봉으로 기분좋게 끝낼듯",2024-09-19T13:40:28+09:00,toss,삼성전자,
기회보고 또 들어갈께요,2025-02-25T00:59:36+09:00,toss,삼성전자,
내려오면 추가 매수할뿐,2024-11-01T13:45:19+09:00,toss,삼성전자,
이제 안내려가겠죠,2024-11-12T09:39:06+09:00,toss,삼성전자,
매일 20주씩 줍줍,2024-11-12T09:07:22+09:00,toss,삼성전자,
이참에 개미 다 털고 호들갑떠는 애들도 다 털고 가자 푸씨마냥 넘 시끄러웠음,2025-01-08T11:50:55+09:00,toss,삼성전자,
다시 오만가는거냐,2024-10-31T11:40:41+09:00,toss,삼성전자,
삼성 이재용 회장  미국 대선 당선자 트럼프 와 미국 반도체 공장 재가동 및 추가 공장 설립 지원 협의,2024-11-06T14:43:31+09:00,toss,삼성전자,
"외국자금 계속 들오네
단기 고점 매도
올해 반도체 수요줄톈데
올트만이 살릴수있는 삼성
현재는 뭘보고 삼성 매수할지",2025-03-20T16:25:02+09:00,toss,삼성전자,
뭐제,2024-12-02T13:42:36+09:00,toss,삼성전자,
너무 속보인다 주가방어 하려고 기사내는구만 오늘도 외인이 던지면 떨어진다 이게 팩트인데 막으려고 개미들 동원하는거보소,2024-09-23T08:43:00+09:00,toss,삼성전자,
"살려주세요
60800원에 800주 담았는데 흐흑",2024-10-17T11:02:26+09:00,toss,삼성전자,
삼성실리콘밸리에서 이틀간 여는 파운드리포럼에서 미래삼성의경쟁력 그리고  성장동력을 다시금확인할수있어  이렇게나저렇게나해도 2분기7조원이상분기이익은 확실할듯 3분기는12조가량되고4분기12조안팍달성하면 어디까지나 삼성에게 현재도 미래도 성장하는그런회사가맞다 주식이 낙후되있지만 회사로보면 흑자기업이고 연40조이익을달성하는무시못하는회사인건분명하다 그곳에서일하는삼성임직원 근로자 협력업체 근로자들이 있는한 쉽게퇴보하지않을것이다,2024-06-08T22:34:34+09:00,toss,삼성전자,
이유좀,2024-11-12T11:02:48+09:00,toss,삼성전자,
막차가요,2024-10-29T11:06:24+09:00,toss,삼성전자,
"4만 됐다고 영끌 대출 받아서 사봐라
4500  되어 있을것이다",2024-11-14T16:53:01+09:00,toss,삼성전자,
가보자,2024-10-08T13:49:47+09:00,toss,삼성전자,
나락갈 준비 하시게들,2024-10-15T23:31:38+09:00,toss,삼성전자,
"힘내라 삼전

httpsblognavercompipelab223590541382",2024-09-23T13:32:27+09:00,toss,삼성전자,
쌈쩡쩐짜 폭포수구나 1만원가즈아,2024-11-13T13:54:02+09:00,toss,삼성전자,
팔았어요  7먹고 다시 들어오려고요,2023-06-01T11:55:12+09:00,toss,삼성전자,
"만은종목에서 기관이 투매를 했습니다
이정도면  기관에 현금이 쌓여있을듯한데 윤정부 흠집내기로 총선을겨냥한거 아닌가 의심이드는데 아님 말고
반박은 님생각이 맞으니 거절합니다",2024-03-20T23:54:52+09:00,toss,삼성전자,
에이 그래더 4만까진 안가겠죠 설마,2024-11-13T10:17:45+09:00,toss,삼성전자,
그래 서두르지마러,2024-11-27T14:02:33+09:00,toss,삼성전자,
"단기조정은 예상했는데
방어 잘하고있네
그래잘다지고 치고올라가자",2024-04-01T12:33:03+09:00,toss,삼성전자,
다죽는다 끄아아앙,2024-11-06T16:08:00+09:00,toss,삼성전자,
이제용,2024-10-30T13:42:05+09:00,toss,삼성전자,
